=== Suite started at 2021-12-10 16:42:25
=== Starting test, 1586 test cases
=cases         1586
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1955.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       5.0e-6
=group_time    0.804s
=case          ejabberd_SUITE:auth_external
=logfile       ejabberd_suite.auth_external.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.00515
=case          ejabberd_SUITE:auth_external_no_jid
=logfile       ejabberd_suite.auth_external_no_jid.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.006042
=case          ejabberd_SUITE:auth_external_no_user
=logfile       ejabberd_suite.auth_external_no_user.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.004894
=case          ejabberd_SUITE:auth_external_malformed_jid
=logfile       ejabberd_suite.auth_external_malformed_jid.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.005257
=case          ejabberd_SUITE:auth_external_wrong_jid
=logfile       ejabberd_suite.auth_external_wrong_jid.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.004857
=case          ejabberd_SUITE:auth_external_wrong_server
=logfile       ejabberd_suite.auth_external_wrong_server.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.004581
=case          ejabberd_SUITE:auth_external_invalid_cert
=logfile       ejabberd_suite.auth_external_invalid_cert.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.005669
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2003.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:jidprep_feature_enabled
=logfile       ejabberd_suite.jidprep_feature_enabled.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.102155
=case          ejabberd_SUITE:jidprep_normalize_jid
=logfile       ejabberd_suite.jidprep_normalize_jid.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       0.107371
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2067.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       4.0e-6
=group_time    0.300s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2083.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:29
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:sm_feature_enabled
=logfile       ejabberd_suite.sm_feature_enabled.html
=started       2021-12-10 16:42:29
=ended         2021-12-10 16:42:30
=result        ok
=elapsed       0.101641
=case          ejabberd_SUITE:sm_enable
=logfile       ejabberd_suite.sm_enable.html
=started       2021-12-10 16:42:30
=ended         2021-12-10 16:42:30
=result        ok
=elapsed       0.01989
=case          ejabberd_SUITE:sm_resume
=logfile       ejabberd_suite.sm_resume.html
=started       2021-12-10 16:42:30
=ended         2021-12-10 16:42:30
=result        ok
=elapsed       0.020656
=case          ejabberd_SUITE:sm_resume_failed
=logfile       ejabberd_suite.sm_resume_failed.html
=started       2021-12-10 16:42:30
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       5.002592
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2242.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       4.0e-6
=group_time    5.303s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2258.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2274.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.2290.html
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       0.21351
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.2306.html
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       0.108931
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2163.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       4.0e-6
=group_time    0.278s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2179.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.2195.html
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       0.110645
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.2211.html
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       0.001096
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2275.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       3.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2291.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       2.0e-5
=group_time    0.529s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2307.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:35
=result        ok
=elapsed       0.103923
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2021-12-10 16:42:35
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.118664
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.104138
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.120651
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.106439
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.102553
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.102071
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:36
=result        ok
=elapsed       0.124478
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2021-12-10 16:42:36
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.102411
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.102864
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.112604
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.103474
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.130029
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.106991
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2674.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       4.0e-6
=group_time    2.028s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2690.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2706.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.2722.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.118082
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.2738.html
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:37
=result        ok
=elapsed       0.115297
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2770.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 16:42:37
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       5.0e-6
=group_time    0.180s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2786.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.2802.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.120329
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.2818.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.117263
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2866.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       4.0e-6
=group_time    0.182s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2882.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.2755.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.10906
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.2898.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.105533
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2803.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       3.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2819.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.2835.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.113561
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.2851.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.110844
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2915.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       3.0e-6
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2931.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.2947.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.137281
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.2963.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       0.135859
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3043.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       9.0e-6
=group_time    0.200s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3059.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:38
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.3075.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.106719
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.3091.html
=started       2021-12-10 16:42:38
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.104705
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3171.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       3.0e-6
=group_time    0.168s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3187.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.3203.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.107067
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.3219.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.102975
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3090.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       4.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3106.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.3122.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.106113
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.3138.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.105214
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3170.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       1.0e-5
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3186.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.3202.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.115861
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.3218.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.11487
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3363.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       3.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3379.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.3395.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.11399
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.3411.html
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       0.111536
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3475.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 16:42:39
=ended         2021-12-10 16:42:39
=result        ok
=elapsed       3.0e-6
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3491.html
