=== Suite started at 2021-12-10 00:23:17
=== Starting test, 1586 test cases
=cases         1586
=result        ok
=elapsed       0.005726
=case          ejabberd_SUITE:auth_external_malformed_jid
=logfile       ejabberd_suite.auth_external_malformed_jid.html
=started       2021-12-10 00:23:21
=ended         2021-12-10 00:23:21
=result        ok
=elapsed       0.00426
=case          ejabberd_SUITE:auth_external_wrong_jid
=logfile       ejabberd_suite.auth_external_wrong_jid.html
=started       2021-12-10 00:23:21
=ended         2021-12-10 00:23:21
=result        ok
=elapsed       0.004646
=case          ejabberd_SUITE:auth_external_wrong_server
=logfile       ejabberd_suite.auth_external_wrong_server.html
=started       2021-12-10 00:23:21
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.005
=case          ejabberd_SUITE:auth_external_invalid_cert
=logfile       ejabberd_suite.auth_external_invalid_cert.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.005505
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2242.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:jidprep_feature_enabled
=logfile       ejabberd_suite.jidprep_feature_enabled.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.102404
=case          ejabberd_SUITE:jidprep_normalize_jid
=logfile       ejabberd_suite.jidprep_normalize_jid.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.108359
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1987.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       3.0e-6
=group_time    0.300s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2003.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:sm_feature_enabled
=logfile       ejabberd_suite.sm_feature_enabled.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.101335
=case          ejabberd_SUITE:sm_enable
=logfile       ejabberd_suite.sm_enable.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.011196
=case          ejabberd_SUITE:sm_resume
=logfile       ejabberd_suite.sm_resume.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:22
=result        ok
=elapsed       0.020757
=case          ejabberd_SUITE:sm_resume_failed
=logfile       ejabberd_suite.sm_resume_failed.html
=started       2021-12-10 00:23:22
=ended         2021-12-10 00:23:27
=result        ok
=elapsed       5.002769
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2099.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 00:23:27
=ended         2021-12-10 00:23:27
=result        ok
=elapsed       3.0e-6
=group_time    5.294s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2115.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 00:23:27
=ended         2021-12-10 00:23:27
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2131.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 00:23:27
=ended         2021-12-10 00:23:27
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.2147.html
=started       2021-12-10 00:23:27
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.210398
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.2163.html
=started       2021-12-10 00:23:27
=ended         2021-12-10 00:23:27
=result        ok
=elapsed       0.107384
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2211.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       1.7e-5
=group_time    0.275s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2227.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.2243.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.110435
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.2259.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.001435
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2386.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       4.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2402.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       1.6e-5
=group_time    0.528s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2418.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.104139
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.119797
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.104196
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:28
=result        ok
=elapsed       0.160936
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2021-12-10 00:23:28
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.105975
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.101918
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.101775
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.123976
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.102089
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.102325
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:29
=result        ok
=elapsed       0.110502
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2021-12-10 00:23:29
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.103155
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.129443
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.10725
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2786.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       3.0e-6
=group_time    2.068s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2802.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2818.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.2834.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.123172
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.2850.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.115371
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2898.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       3.0e-6
=group_time    0.184s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2914.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.2930.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.114629
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.2946.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.112923
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2611.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       3.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2627.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.2643.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.109428
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.2659.html
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       0.106687
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2691.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:30
=result        ok
=elapsed       4.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2707.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 00:23:30
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.2723.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.113577
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.2739.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.112026
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3138.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       3.0e-6
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3154.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.2787.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.139757
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.3170.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.139846
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2835.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       3.0e-6
=group_time    0.205s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2851.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.2867.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.106744
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.2883.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.10365
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2963.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       3.0e-6
=group_time    0.168s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2979.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.2995.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.108708
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.3011.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.105852
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3043.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       2.0e-6
=group_time    0.170s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3059.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.3075.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.106519
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.3091.html
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:31
=result        ok
=elapsed       0.109406
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3378.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 00:23:31
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       3.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3394.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.3410.html
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       0.114473
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.3426.html
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       0.11574
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3155.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       3.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3171.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.3187.html
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       0.113922
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.3203.html
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       0.114701
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3570.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 00:23:32
=ended         2021-12-10 00:23:32
=result        ok
=elapsed       3.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3586.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-10 00:23:32
