=== Suite started at 2021-12-10 20:22:12
=== Starting test, 1586 test cases
=cases         1586
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       3.0e-6
=group_time    5.310s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2434.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2450.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.2466.html
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       0.214876
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.2482.html
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       0.112344
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2003.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       2.0e-6
=group_time    0.281s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2019.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.2035.html
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       0.112445
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.2530.html
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       0.002117
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2099.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:23
=result        ok
=elapsed       4.0e-6
=group_time    0.182s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2562.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 20:22:23
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       3.0e-6
=group_time    0.545s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2578.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       0.105004
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       0.123392
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       0.105204
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       0.165893
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       0.108091
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:24
=result        ok
=elapsed       0.102749
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2021-12-10 20:22:24
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.102273
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2021-12-10 20:22:25
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.13124
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2021-12-10 20:22:25
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.10277
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2021-12-10 20:22:25
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.102759
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2021-12-10 20:22:25
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.114048
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2021-12-10 20:22:25
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.104669
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2021-12-10 20:22:25
=ended         2021-12-10 20:22:25
=result        ok
=elapsed       0.14525
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.108653
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2419.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       3.0e-6
=group_time    2.141s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2435.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2451.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.2467.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.123392
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.2483.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.1174
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2531.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       2.0e-6
=group_time    0.189s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2547.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.2563.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.119181
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.2579.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.119409
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2994.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       3.0e-6
=group_time    0.187s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2627.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.3010.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.112704
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.3026.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       0.10792
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2691.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       3.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2707.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:26
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.2723.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.117158
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.2739.html
=started       2021-12-10 20:22:26
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.114579
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3106.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       1.0e-5
=group_time    0.183s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3122.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.3138.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.155125
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.3154.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.152902
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3218.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       3.0e-6
=group_time    0.224s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2835.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.2851.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.107555
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.2867.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.103237
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3282.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       3.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3298.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.3314.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.110527
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.3330.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.106924
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3362.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       3.0e-6
=group_time    0.175s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3378.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.3394.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.107509
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.3410.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       0.106451
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3474.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       2.0e-6
=group_time    0.175s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3490.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:27
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.3506.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       0.119535
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.3522.html
=started       2021-12-10 20:22:27
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       0.118456
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3027.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 20:22:28
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       3.0e-6
=group_time    0.189s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3043.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 20:22:28
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       3.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.3059.html
=started       2021-12-10 20:22:28
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       0.117931
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.3075.html
=started       2021-12-10 20:22:28
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       0.11441
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3634.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 20:22:28
=ended         2021-12-10 20:22:28
=result        ok
=elapsed       3.0e-6
=group_time    0.183s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3650.html
=group_props   [{name,muc_kick},parallel]
