=== Suite started at 2021-12-14 18:34:53
=== Starting test, 1586 test cases
=cases         1586
=elapsed       0.121356
=case          ejabberd_SUITE:test_connect_missing_to
=logfile       ejabberd_suite.test_connect_missing_to.1522.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.179153
=case          ejabberd_SUITE:test_connect
=logfile       ejabberd_suite.test_connect.1538.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.336014
=case          ejabberd_SUITE:unauthenticated_iq
=logfile       ejabberd_suite.unauthenticated_iq.1554.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.038344
=case          ejabberd_SUITE:unauthenticated_message
=logfile       ejabberd_suite.unauthenticated_message.1570.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.002657
=case          ejabberd_SUITE:unauthenticated_presence
=logfile       ejabberd_suite.unauthenticated_presence.1586.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       4.44e-4
=case          ejabberd_SUITE:test_starttls
=logfile       ejabberd_suite.test_starttls.1602.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.01132
=case          ejabberd_SUITE:test_auth
=logfile       ejabberd_suite.test_auth.1618.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.094422
=case          ejabberd_SUITE:test_zlib
=logfile       ejabberd_suite.test_zlib.1634.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.00593
=case          ejabberd_SUITE:test_bind
=logfile       ejabberd_suite.test_bind.1650.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.106106
=case          ejabberd_SUITE:test_open_session
=logfile       ejabberd_suite.test_open_session.1666.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.101871
=case          ejabberd_SUITE:codec_failure
=logfile       ejabberd_suite.codec_failure.1682.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.101828
=case          ejabberd_SUITE:unsupported_query
=logfile       ejabberd_suite.unsupported_query.1698.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.173521
=case          ejabberd_SUITE:bad_nonza
=logfile       ejabberd_suite.bad_nonza.1714.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.103986
=case          ejabberd_SUITE:invalid_from
=logfile       ejabberd_suite.invalid_from.1730.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.103918
=case          ejabberd_SUITE:ping
=logfile       ejabberd_suite.ping.1746.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:55
=result        ok
=elapsed       0.154697
=case          ejabberd_SUITE:version
=logfile       ejabberd_suite.version.1762.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.150235
=case          ejabberd_SUITE:time
=logfile       ejabberd_suite.time.867.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.185257
=case          ejabberd_SUITE:stats
=logfile       ejabberd_suite.stats.899.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.136653
=case          ejabberd_SUITE:disco
=logfile       ejabberd_suite.disco.883.html
=started       2021-12-14 18:34:55
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.1478
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.html
=group_props   [{name,anonymous},parallel]
=started       2021-12-14 18:34:56
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       4.0e-6
=group_time    1.448s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1507.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-14 18:34:56
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:test_auth_fail
=logfile       ejabberd_suite.test_auth_fail.html
=started       2021-12-14 18:34:56
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.014288
=case          ejabberd_SUITE:presence
=logfile       ejabberd_suite.presence.html
=started       2021-12-14 18:34:56
=ended         2021-12-14 18:34:56
=result        ok
=elapsed       0.106102
=case          ejabberd_SUITE:s2s_dialback
=logfile       ejabberd_suite.s2s_dialback.html
=started       2021-12-14 18:34:56
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.205668
=case          ejabberd_SUITE:s2s_optional
=logfile       ejabberd_suite.s2s_optional.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.182731
=case          ejabberd_SUITE:s2s_required
=logfile       ejabberd_suite.s2s_required.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.135057
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1699.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       4.0e-6
=group_time    0.846s
=case          ejabberd_SUITE:auth_external
=logfile       ejabberd_suite.auth_external.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.005722
=case          ejabberd_SUITE:auth_external_no_jid
=logfile       ejabberd_suite.auth_external_no_jid.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.005518
=case          ejabberd_SUITE:auth_external_no_user
=logfile       ejabberd_suite.auth_external_no_user.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.005276
=case          ejabberd_SUITE:auth_external_malformed_jid
=logfile       ejabberd_suite.auth_external_malformed_jid.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.00453
=case          ejabberd_SUITE:auth_external_wrong_jid
=logfile       ejabberd_suite.auth_external_wrong_jid.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.004861
=case          ejabberd_SUITE:auth_external_wrong_server
=logfile       ejabberd_suite.auth_external_wrong_server.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.004955
=case          ejabberd_SUITE:auth_external_invalid_cert
=logfile       ejabberd_suite.auth_external_invalid_cert.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.005577
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2434.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:jidprep_feature_enabled
=logfile       ejabberd_suite.jidprep_feature_enabled.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:57
=result        ok
=elapsed       0.102268
=case          ejabberd_SUITE:jidprep_normalize_jid
=logfile       ejabberd_suite.jidprep_normalize_jid.html
=started       2021-12-14 18:34:57
=ended         2021-12-14 18:34:58
=result        ok
=elapsed       0.107208
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2482.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-14 18:34:58
=ended         2021-12-14 18:34:58
=result        ok
=elapsed       4.0e-6
=group_time    0.300s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2498.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-14 18:34:58
=ended         2021-12-14 18:34:58
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:sm_feature_enabled
=logfile       ejabberd_suite.sm_feature_enabled.html
=started       2021-12-14 18:34:58
=ended         2021-12-14 18:34:58
=result        ok
=elapsed       0.101091
=case          ejabberd_SUITE:sm_enable
=logfile       ejabberd_suite.sm_enable.html
=started       2021-12-14 18:34:58
=ended         2021-12-14 18:34:58
=result        ok
=elapsed       0.020654
=case          ejabberd_SUITE:sm_resume
=logfile       ejabberd_suite.sm_resume.html
=started       2021-12-14 18:34:58
=ended         2021-12-14 18:34:58
=result        ok
=elapsed       0.017656
=case          ejabberd_SUITE:sm_resume_failed
=logfile       ejabberd_suite.sm_resume_failed.html
=started       2021-12-14 18:34:58
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       5.001945
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1859.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       5.0e-6
=group_time    5.300s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1875.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1891.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.1907.html
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       0.217109
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.1923.html
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       0.10991
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1971.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       4.0e-6
=group_time    0.280s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1987.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.2003.html
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       0.113784
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.2019.html
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       0.001068
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2051.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       4.0e-6
=group_time    0.175s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2610.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       1.8e-5
=group_time    0.534s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2067.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:03
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2021-12-14 18:35:03
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.104272
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.119937
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.104182
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.120808
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.106895
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.102299
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:04
=result        ok
=elapsed       0.102003
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2021-12-14 18:35:04
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.129567
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.102025
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.102724
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.11112
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.102586
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.129896
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       0.107897
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2467.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:05
=result        ok
=elapsed       5.0e-6
=group_time    2.033s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2483.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-14 18:35:05
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2499.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.2515.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.117331
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.2531.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.115876
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2595.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       1.4e-5
=group_time    0.180s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2611.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.2627.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.114733
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.2643.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.113021
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2898.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       5.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2723.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.2739.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.110544
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.2755.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.10882
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2835.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       4.0e-6
=group_time    0.176s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2851.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.2867.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.114983
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.2883.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       0.112493
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2915.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       5.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2931.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:06
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.2947.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.140356
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.2963.html
=started       2021-12-14 18:35:06
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.14058
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3011.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       4.0e-6
=group_time    0.206s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3042.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.3058.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.106811
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.3074.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.103535
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3075.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       4.0e-6
=group_time    0.170s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3091.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.3107.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.108007
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.3123.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.107334
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3154.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       4.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3170.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.3186.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.10821
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.3202.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.105737
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3219.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       1.3e-5
=group_time    0.171s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3235.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.3251.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.115521
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.3267.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       0.113578
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3314.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       4.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3330.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:07
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.3346.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:08
=result        ok
=elapsed       0.114689
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.3362.html
=started       2021-12-14 18:35:07
=ended         2021-12-14 18:35:08
=result        ok
=elapsed       0.111548
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3347.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-14 18:35:08
=ended         2021-12-14 18:35:08
=result        ok
=elapsed       4.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3426.html
