=== Suite started at 2021-12-10 21:27:44
=== Starting test, 1586 test cases
=cases         1586
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.242775
=case          ejabberd_SUITE:test_connect_unexpected_xml
=logfile       ejabberd_suite.test_connect_unexpected_xml.1074.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.199006
=case          ejabberd_SUITE:test_connect_unknown_ns
=logfile       ejabberd_suite.test_connect_unknown_ns.1090.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.176602
=case          ejabberd_SUITE:test_connect_bad_xmlns
=logfile       ejabberd_suite.test_connect_bad_xmlns.1106.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.1296
=case          ejabberd_SUITE:test_connect_bad_ns_stream
=logfile       ejabberd_suite.test_connect_bad_ns_stream.1122.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.196476
=case          ejabberd_SUITE:test_connect_bad_lang
=logfile       ejabberd_suite.test_connect_bad_lang.1138.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.143598
=case          ejabberd_SUITE:test_connect_bad_to
=logfile       ejabberd_suite.test_connect_bad_to.1154.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.058322
=case          ejabberd_SUITE:test_connect_missing_to
=logfile       ejabberd_suite.test_connect_missing_to.1170.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.140872
=case          ejabberd_SUITE:test_connect
=logfile       ejabberd_suite.test_connect.1186.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.210804
=case          ejabberd_SUITE:unauthenticated_iq
=logfile       ejabberd_suite.unauthenticated_iq.1202.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.056682
=case          ejabberd_SUITE:unauthenticated_message
=logfile       ejabberd_suite.unauthenticated_message.1218.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.002045
=case          ejabberd_SUITE:unauthenticated_presence
=logfile       ejabberd_suite.unauthenticated_presence.1234.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       5.98e-4
=case          ejabberd_SUITE:test_starttls
=logfile       ejabberd_suite.test_starttls.1250.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.006183
=case          ejabberd_SUITE:test_auth
=logfile       ejabberd_suite.test_auth.1266.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.131636
=case          ejabberd_SUITE:test_zlib
=logfile       ejabberd_suite.test_zlib.1282.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.108394
=case          ejabberd_SUITE:test_bind
=logfile       ejabberd_suite.test_bind.1298.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.103428
=case          ejabberd_SUITE:test_open_session
=logfile       ejabberd_suite.test_open_session.1314.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.101559
=case          ejabberd_SUITE:codec_failure
=logfile       ejabberd_suite.codec_failure.1330.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.105937
=case          ejabberd_SUITE:unsupported_query
=logfile       ejabberd_suite.unsupported_query.1346.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.211539
=case          ejabberd_SUITE:bad_nonza
=logfile       ejabberd_suite.bad_nonza.1362.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.104016
=case          ejabberd_SUITE:invalid_from
=logfile       ejabberd_suite.invalid_from.1378.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.103206
=case          ejabberd_SUITE:ping
=logfile       ejabberd_suite.ping.1394.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.204756
=case          ejabberd_SUITE:version
=logfile       ejabberd_suite.version.1410.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.227197
=case          ejabberd_SUITE:time
=logfile       ejabberd_suite.time.1426.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.260262
=case          ejabberd_SUITE:stats
=logfile       ejabberd_suite.stats.1442.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:46
=result        ok
=elapsed       0.19579
=case          ejabberd_SUITE:disco
=logfile       ejabberd_suite.disco.1458.html
=started       2021-12-10 21:27:46
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.124283
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.html
=group_props   [{name,anonymous},parallel]
=started       2021-12-10 21:27:47
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       4.0e-6
=group_time    1.382s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1827.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-10 21:27:47
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:test_auth_fail
=logfile       ejabberd_suite.test_auth_fail.html
=started       2021-12-10 21:27:47
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.018777
=case          ejabberd_SUITE:presence
=logfile       ejabberd_suite.presence.html
=started       2021-12-10 21:27:47
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.101747
=case          ejabberd_SUITE:s2s_dialback
=logfile       ejabberd_suite.s2s_dialback.html
=started       2021-12-10 21:27:47
=ended         2021-12-10 21:27:47
=result        ok
=elapsed       0.195229
=case          ejabberd_SUITE:s2s_optional
=logfile       ejabberd_suite.s2s_optional.html
=started       2021-12-10 21:27:47
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.176206
=case          ejabberd_SUITE:s2s_required
=logfile       ejabberd_suite.s2s_required.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.145028
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2066.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       4.0e-6
=group_time    0.843s
=case          ejabberd_SUITE:auth_external
=logfile       ejabberd_suite.auth_external.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.007547
=case          ejabberd_SUITE:auth_external_no_jid
=logfile       ejabberd_suite.auth_external_no_jid.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.005482
=case          ejabberd_SUITE:auth_external_no_user
=logfile       ejabberd_suite.auth_external_no_user.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.00625
=case          ejabberd_SUITE:auth_external_malformed_jid
=logfile       ejabberd_suite.auth_external_malformed_jid.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.004913
=case          ejabberd_SUITE:auth_external_wrong_jid
=logfile       ejabberd_suite.auth_external_wrong_jid.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.005089
=case          ejabberd_SUITE:auth_external_wrong_server
=logfile       ejabberd_suite.auth_external_wrong_server.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.005054
=case          ejabberd_SUITE:auth_external_invalid_cert
=logfile       ejabberd_suite.auth_external_invalid_cert.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.005977
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2146.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:jidprep_feature_enabled
=logfile       ejabberd_suite.jidprep_feature_enabled.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.102833
=case          ejabberd_SUITE:jidprep_normalize_jid
=logfile       ejabberd_suite.jidprep_normalize_jid.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       0.107208
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2067.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       5.0e-6
=group_time    0.304s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2194.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:48
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:sm_feature_enabled
=logfile       ejabberd_suite.sm_feature_enabled.html
=started       2021-12-10 21:27:48
=ended         2021-12-10 21:27:49
=result        ok
=elapsed       0.101642
=case          ejabberd_SUITE:sm_enable
=logfile       ejabberd_suite.sm_enable.html
=started       2021-12-10 21:27:49
=ended         2021-12-10 21:27:49
=result        ok
=elapsed       0.010827
=case          ejabberd_SUITE:sm_resume
=logfile       ejabberd_suite.sm_resume.html
=started       2021-12-10 21:27:49
=ended         2021-12-10 21:27:49
=result        ok
=elapsed       0.030832
=case          ejabberd_SUITE:sm_resume_failed
=logfile       ejabberd_suite.sm_resume_failed.html
=started       2021-12-10 21:27:49
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       5.002738
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2115.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       5.0e-6
=group_time    5.306s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2290.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2306.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.2322.html
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       0.211588
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.2338.html
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       0.105909
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2163.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       5.0e-6
=group_time    0.274s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2179.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.2386.html
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       0.111853
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.2402.html
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       0.001063
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2450.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       4.0e-6
=group_time    0.175s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2227.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       6.0e-6
=group_time    0.530s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2243.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:54
=result        ok
=elapsed       0.104162
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2021-12-10 21:27:54
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.119261
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.104352
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.119842
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.106755
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.102589
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.101921
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:55
=result        ok
=elapsed       0.130528
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2021-12-10 21:27:55
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       0.101987
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       0.102716
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       0.11172
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       0.103019
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       0.129785
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       0.107389
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2754.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       4.0e-6
=group_time    2.040s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2770.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2786.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:56
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.2802.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.123221
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.2818.html
=started       2021-12-10 21:27:56
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.12034
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2611.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       3.0e-6
=group_time    0.186s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2627.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.2643.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.11762
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.2659.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.114694
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2914.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       4.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2930.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.2946.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.110638
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.2962.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.107476
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2755.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       4.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2771.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.2787.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.11537
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.2803.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.11246
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2851.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       3.0e-6
=group_time    0.182s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2867.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.2883.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.142551
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.2899.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       0.140283
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2947.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       4.0e-6
=group_time    0.206s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3122.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:57
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.3138.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.106636
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.2963.html
=started       2021-12-10 21:27:57
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.105263
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3186.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       4.0e-6
=group_time    0.169s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3202.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       1.7e-5
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.3218.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.107335
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.3234.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.106477
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3282.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       4.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3298.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.3314.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.106488
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.3075.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.105627
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3378.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       4.0e-6
=group_time    0.173s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3394.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.3410.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.116692
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.3426.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.116162
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3171.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       4.0e-6
=group_time    0.182s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3187.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.3474.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.114008
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.3490.html
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       0.111678
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3538.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 21:27:58
=ended         2021-12-10 21:27:58
=result        ok
=elapsed       4.0e-6
=group_time    0.178s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3554.html
=group_props   [{name,muc_kick},parallel]
