=== Suite started at 2021-12-10 15:21:45
=== Starting test, 1586 test cases
=cases         1586
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:47
=result        ok
=elapsed       0.205382
=case          ejabberd_SUITE:test_connect_bad_ns_stream
=logfile       ejabberd_suite.test_connect_bad_ns_stream.515.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:47
=result        ok
=elapsed       0.179369
=case          ejabberd_SUITE:test_connect_bad_lang
=logfile       ejabberd_suite.test_connect_bad_lang.531.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:47
=result        ok
=elapsed       0.174167
=case          ejabberd_SUITE:test_connect_bad_to
=logfile       ejabberd_suite.test_connect_bad_to.547.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       1.023232
=case          ejabberd_SUITE:test_connect_missing_to
=logfile       ejabberd_suite.test_connect_missing_to.563.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:47
=result        ok
=elapsed       0.113535
=case          ejabberd_SUITE:test_connect
=logfile       ejabberd_suite.test_connect.579.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.206263
=case          ejabberd_SUITE:unauthenticated_iq
=logfile       ejabberd_suite.unauthenticated_iq.595.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.033445
=case          ejabberd_SUITE:unauthenticated_message
=logfile       ejabberd_suite.unauthenticated_message.611.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.006064
=case          ejabberd_SUITE:unauthenticated_presence
=logfile       ejabberd_suite.unauthenticated_presence.627.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       8.0e-4
=case          ejabberd_SUITE:test_starttls
=logfile       ejabberd_suite.test_starttls.643.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.012794
=case          ejabberd_SUITE:test_auth
=logfile       ejabberd_suite.test_auth.659.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.121495
=case          ejabberd_SUITE:test_zlib
=logfile       ejabberd_suite.test_zlib.675.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.009281
=case          ejabberd_SUITE:test_bind
=logfile       ejabberd_suite.test_bind.691.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.111629
=case          ejabberd_SUITE:test_open_session
=logfile       ejabberd_suite.test_open_session.707.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.102385
=case          ejabberd_SUITE:codec_failure
=logfile       ejabberd_suite.codec_failure.723.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.102429
=case          ejabberd_SUITE:unsupported_query
=logfile       ejabberd_suite.unsupported_query.739.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.201977
=case          ejabberd_SUITE:bad_nonza
=logfile       ejabberd_suite.bad_nonza.755.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.108027
=case          ejabberd_SUITE:invalid_from
=logfile       ejabberd_suite.invalid_from.771.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.104392
=case          ejabberd_SUITE:ping
=logfile       ejabberd_suite.ping.787.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.190882
=case          ejabberd_SUITE:version
=logfile       ejabberd_suite.version.803.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.123253
=case          ejabberd_SUITE:time
=logfile       ejabberd_suite.time.819.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.238035
=case          ejabberd_SUITE:stats
=logfile       ejabberd_suite.stats.835.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.172402
=case          ejabberd_SUITE:disco
=logfile       ejabberd_suite.disco.851.html
=started       2021-12-10 15:21:47
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       0.138056
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.html
=group_props   [{name,anonymous},parallel]
=started       2021-12-10 15:21:48
=ended         2021-12-10 15:21:48
=result        ok
=elapsed       3.0e-6
=group_time    1.445s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1267.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:test_auth_fail
=logfile       ejabberd_suite.test_auth_fail.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.02685
=case          ejabberd_SUITE:presence
=logfile       ejabberd_suite.presence.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.104717
=case          ejabberd_SUITE:s2s_dialback
=logfile       ejabberd_suite.s2s_dialback.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.203356
=case          ejabberd_SUITE:s2s_optional
=logfile       ejabberd_suite.s2s_optional.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.185202
=case          ejabberd_SUITE:s2s_required
=logfile       ejabberd_suite.s2s_required.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.15255
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2610.html
=group_props   [{name,presence_and_s2s},sequence]
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       4.0e-6
=group_time    0.888s
=case          ejabberd_SUITE:auth_external
=logfile       ejabberd_suite.auth_external.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.005751
=case          ejabberd_SUITE:auth_external_no_jid
=logfile       ejabberd_suite.auth_external_no_jid.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:49
=result        ok
=elapsed       0.005459
=case          ejabberd_SUITE:auth_external_no_user
=logfile       ejabberd_suite.auth_external_no_user.html
=started       2021-12-10 15:21:49
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.006097
=case          ejabberd_SUITE:auth_external_malformed_jid
=logfile       ejabberd_suite.auth_external_malformed_jid.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.004578
=case          ejabberd_SUITE:auth_external_wrong_jid
=logfile       ejabberd_suite.auth_external_wrong_jid.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.005237
=case          ejabberd_SUITE:auth_external_wrong_server
=logfile       ejabberd_suite.auth_external_wrong_server.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.005089
=case          ejabberd_SUITE:auth_external_invalid_cert
=logfile       ejabberd_suite.auth_external_invalid_cert.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.005605
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2674.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:jidprep_feature_enabled
=logfile       ejabberd_suite.jidprep_feature_enabled.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.102748
=case          ejabberd_SUITE:jidprep_normalize_jid
=logfile       ejabberd_suite.jidprep_normalize_jid.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.112423
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1539.html
=group_props   [{name,jidprep_single},sequence]
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       4.0e-6
=group_time    0.307s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1555.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:sm_feature_enabled
=logfile       ejabberd_suite.sm_feature_enabled.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.101775
=case          ejabberd_SUITE:sm_enable
=logfile       ejabberd_suite.sm_enable.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.010946
=case          ejabberd_SUITE:sm_resume
=logfile       ejabberd_suite.sm_resume.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:50
=result        ok
=elapsed       0.030473
=case          ejabberd_SUITE:sm_resume_failed
=logfile       ejabberd_suite.sm_resume_failed.html
=started       2021-12-10 15:21:50
=ended         2021-12-10 15:21:55
=result        ok
=elapsed       5.002274
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1619.html
=group_props   [{name,sm_single},sequence]
=started       2021-12-10 15:21:55
=ended         2021-12-10 15:21:55
=result        ok
=elapsed       9.0e-6
=group_time    5.306s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2786.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 15:21:55
=ended         2021-12-10 15:21:55
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1635.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 15:21:55
=ended         2021-12-10 15:21:55
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:sm_queue_limit_master
=logfile       ejabberd_suite.sm_queue_limit_master.1651.html
=started       2021-12-10 15:21:55
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.212831
=case          ejabberd_SUITE:sm_queue_limit_slave
=logfile       ejabberd_suite.sm_queue_limit_slave.1667.html
=started       2021-12-10 15:21:55
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.107419
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1731.html
=group_props   [{name,sm_queue_limit},parallel]
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       4.0e-6
=group_time    0.274s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.1747.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:sm_queue_limit_detached_master
=logfile       ejabberd_suite.sm_queue_limit_detached_master.1763.html
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.114819
=case          ejabberd_SUITE:sm_queue_limit_detached_slave
=logfile       ejabberd_suite.sm_queue_limit_detached_slave.1779.html
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.001165
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1811.html
=group_props   [{name,sm_queue_limit_detached},parallel]
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       3.0e-6
=group_time    0.179s
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.1827.html
=group_props   [{name,sm_master_slave},sequence]
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       5.0e-6
=group_time    0.532s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2866.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_service_presence_error
=logfile       ejabberd_suite.muc_service_presence_error.html
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.103927
=case          ejabberd_SUITE:muc_service_message_error
=logfile       ejabberd_suite.muc_service_message_error.html
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.119415
=case          ejabberd_SUITE:muc_service_unknown_ns_iq_error
=logfile       ejabberd_suite.muc_service_unknown_ns_iq_error.html
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:56
=result        ok
=elapsed       0.10423
=case          ejabberd_SUITE:muc_service_iq_set_error
=logfile       ejabberd_suite.muc_service_iq_set_error.html
=started       2021-12-10 15:21:56
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.165096
=case          ejabberd_SUITE:muc_service_improper_iq_error
=logfile       ejabberd_suite.muc_service_improper_iq_error.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.154273
=case          ejabberd_SUITE:muc_service_features
=logfile       ejabberd_suite.muc_service_features.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.103033
=case          ejabberd_SUITE:muc_service_disco_info_node_error
=logfile       ejabberd_suite.muc_service_disco_info_node_error.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.102137
=case          ejabberd_SUITE:muc_service_disco_items
=logfile       ejabberd_suite.muc_service_disco_items.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.125357
=case          ejabberd_SUITE:muc_service_unique
=logfile       ejabberd_suite.muc_service_unique.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.102532
=case          ejabberd_SUITE:muc_service_vcard
=logfile       ejabberd_suite.muc_service_vcard.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:57
=result        ok
=elapsed       0.103004
=case          ejabberd_SUITE:muc_configure_non_existent
=logfile       ejabberd_suite.muc_configure_non_existent.html
=started       2021-12-10 15:21:57
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.111376
=case          ejabberd_SUITE:muc_cancel_configure_non_existent
=logfile       ejabberd_suite.muc_cancel_configure_non_existent.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.102346
=case          ejabberd_SUITE:muc_service_subscriptions
=logfile       ejabberd_suite.muc_service_subscriptions.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.13035
=case          ejabberd_SUITE:muc_set_room_affiliation
=logfile       ejabberd_suite.muc_set_room_affiliation.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.106893
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3154.html
=group_props   [{name,muc_single},sequence]
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       1.8e-5
=group_time    2.137s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3170.html
=group_props   [{name,muc_master_slave},sequence]
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       7.0e-6
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3186.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_register_master
=logfile       ejabberd_suite.muc_register_master.3202.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.116893
=case          ejabberd_SUITE:muc_register_slave
=logfile       ejabberd_suite.muc_register_slave.3218.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.116065
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3250.html
=group_props   [{name,muc_register},parallel]
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       3.0e-6
=group_time    0.183s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3266.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_groupchat_msg_master
=logfile       ejabberd_suite.muc_groupchat_msg_master.2243.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.118363
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=logfile       ejabberd_suite.muc_groupchat_msg_slave.2259.html
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:58
=result        ok
=elapsed       0.117096
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2307.html
=group_props   [{name,muc_groupchat_msg},parallel]
=started       2021-12-10 15:21:58
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       5.0e-6
=group_time    0.184s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2323.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_private_msg_master
=logfile       ejabberd_suite.muc_private_msg_master.2339.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.110721
=case          ejabberd_SUITE:muc_private_msg_slave
=logfile       ejabberd_suite.muc_private_msg_slave.2355.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.108069
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2419.html
=group_props   [{name,muc_private_msg},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       3.0e-6
=group_time    0.175s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2435.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       4.0e-6
=case          ejabberd_SUITE:muc_set_subject_master
=logfile       ejabberd_suite.muc_set_subject_master.2451.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.113995
=case          ejabberd_SUITE:muc_set_subject_slave
=logfile       ejabberd_suite.muc_set_subject_slave.2467.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.112055
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2515.html
=group_props   [{name,muc_set_subject},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       1.5e-5
=group_time    0.177s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3410.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_history_master
=logfile       ejabberd_suite.muc_history_master.3426.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.141755
=case          ejabberd_SUITE:muc_history_slave
=logfile       ejabberd_suite.muc_history_slave.3442.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.138046
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2563.html
=group_props   [{name,muc_history},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       3.0e-6
=group_time    0.206s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3506.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_invite_master
=logfile       ejabberd_suite.muc_invite_master.3522.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.107045
=case          ejabberd_SUITE:muc_invite_slave
=logfile       ejabberd_suite.muc_invite_slave.3538.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       0.104221
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3586.html
=group_props   [{name,muc_invite},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       4.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3602.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:21:59
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_invite_members_only_master
=logfile       ejabberd_suite.muc_invite_members_only_master.3618.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.109054
=case          ejabberd_SUITE:muc_invite_members_only_slave
=logfile       ejabberd_suite.muc_invite_members_only_slave.3634.html
=started       2021-12-10 15:21:59
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.105519
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3714.html
=group_props   [{name,muc_invite_members_only},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       4.0e-6
=group_time    0.172s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3730.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       6.0e-6
=case          ejabberd_SUITE:muc_invite_password_protected_master
=logfile       ejabberd_suite.muc_invite_password_protected_master.3746.html
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.106709
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=logfile       ejabberd_suite.muc_invite_password_protected_slave.3762.html
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.105604
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.2707.html
=group_props   [{name,muc_invite_password_protected},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       4.0e-6
=group_time    0.174s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2723.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       8.0e-6
=case          ejabberd_SUITE:muc_voice_request_master
=logfile       ejabberd_suite.muc_voice_request_master.2739.html
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.115569
=case          ejabberd_SUITE:muc_voice_request_slave
=logfile       ejabberd_suite.muc_voice_request_slave.2755.html
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.113701
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3842.html
=group_props   [{name,muc_voice_request},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       4.0e-6
=group_time    0.180s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.2803.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       5.0e-6
=case          ejabberd_SUITE:muc_change_role_master
=logfile       ejabberd_suite.muc_change_role_master.2819.html
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.114307
=case          ejabberd_SUITE:muc_change_role_slave
=logfile       ejabberd_suite.muc_change_role_slave.2835.html
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       0.114522
=case          ejabberd_SUITE:end_per_group
=logfile       ejabberd_suite.end_per_group.3938.html
=group_props   [{name,muc_change_role},parallel]
=started       2021-12-10 15:22:00
=ended         2021-12-10 15:22:00
=result        ok
=elapsed       4.0e-6
=group_time    0.186s
=case          ejabberd_SUITE:init_per_group
=logfile       ejabberd_suite.init_per_group.3954.html
=group_props   [{name,muc_kick},parallel]
=started       2021-12-10 15:22:00
